"Q17_Age","Q19_Sex","Q20_EduLevel","Q21_EduType","Q22_WorkExperience","Q32_CurrentSituation","Q29_Prof_Knowledge","Q30_Involvement","Q2023_Country_Residence","Q2023_Country_Origin","Q16_Device_Owned","Q2_Device_In_Mind","Q3_Positive_About_Device","Q3_Feel_Victimized","Q3_Device_Runs_Independently","Q3_Device_Cannot_Initiate_Actions","Q3_Me_The_User_In_Control","Q3_Device_Forces_Process_On_Me","Q3_Device_Cannot_Change_Task","Q3_Device_Has_Own_Intelligence","Q4_Understand_How_Device_Works","Q4_Not_Ideal_Use","Q4_Device_Active_Participant","Q4_Device_Dependent_On_Me","Q4_Freely_Choose_Tasks","Q4_Cannot_Achieve_Things_I_Want","Q4_Device_Handles_Better_Certain_Things","Q4_Device_Not_Helpful","Q5_Enjoy_Device","Q5_Negative_Feelings_Towards_Device","Q5_Miss_Device","Q5_Device_Pleasurable","Q6_Device_Has_Own_Personality","Q6_Device_Supports_Like_Friend","Q6_Consider_Naming_Device","Q7_Device_Part_Of_Myself","Q7_Dont_Like_Others_Use_My_Device","Q7_Feel_Incomplete_Without_Device","Q8_Device_Useful_For_My_Goals","Q8_Device_Better_Than_NonSmart_Equivalent","Q8_Function_Aspect_Most_Important","Q9_Device_Important_Part_Lifestyle","Q9_Device_Helps_Me_Larger_Community","Q9_Device_Helps_Me_Social_Relations","Q10_Saves_Me_Time","Q10_Saves_Me_Money","Q10_Price_Most_Important_Factor"
10,1,5,8,7,1,2,2,65,65,4,"Happy Brush","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Somewhat Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Neutral"
8,1,5,7,6,1,1,1,67,67,5,"nonix oximeters","Strongly Agree","Strongly Disagree","Neutral","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Neutral","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree"
4,1,4,8,2,1,1,1,185,67,3,"Sengled smart bulbs","Strongly Agree","Strongly Disagree","Neutral","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Neutral","Somewhat Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat Disagree","Somewhat Agree","Strongly Agree","Neutral","Somewhat Agree","Strongly Disagree","Strongly Disagree","Neutral","Somewhat Agree","Somewhat Disagree"
10,1,5,1,3,1,1,1,17,17,1,NA,"Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Neutral"
8,2,5,7,6,1,1,1,31,87,3,"thermostat","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Agree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Neutral"
4,1,3,7,2,1,1,2,138,138,1,"Fitbit","Strongly Agree","Strongly Disagree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Neutral","Strongly Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Disagree","Neutral","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Somewhat Disagree","Strongly Agree"
8,1,4,7,6,1,1,2,158,158,1,"Polar","Neutral","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Agree"
11,1,4,7,7,1,1,2,187,187,2,"roomba","Neutral","Strongly Disagree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Neutral","Somewhat Agree"
6,2,5,7,5,1,1,1,24,24,8,"TV SAMSUNG","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Agree","Neutral","Strongly Agree","Neutral","Somewhat Agree","Somewhat Agree","Strongly Agree","Neutral","Strongly Agree"
6,1,5,7,4,1,1,2,84,84,8,"apple tv","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Neutral","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree"
5,1,5,7,3,1,1,1,24,24,1,NA,"Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree"
6,2,4,7,4,1,1,1,84,84,5,NA,"Neutral","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Strongly Disagree","Strongly Agree","Neutral","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Neutral","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Neutral","Neutral"
5,1,4,8,2,1,1,2,187,126,1,"Apple","Strongly Agree","Neutral","Somewhat Disagree","Strongly Disagree","Neutral","Strongly Agree","Neutral","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Neutral","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Strongly Agree","Neutral","Neutral"
5,1,4,11,3,1,1,2,78,78,8,NA,"Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree",NA,NA,"Somewhat Agree",NA,NA,"Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Strongly Agree","Somewhat Agree","Somewhat Agree"
11,2,4,1,7,3,2,2,187,187,2,"iRobot","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Somewhat Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Neutral","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree",NA,"Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree"
6,1,4,7,4,1,1,1,61,61,8,NA,"Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Disagree"
6,1,3,7,3,1,1,2,84,65,8,NA,"Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Neutral","Somewhat Disagree","Somewhat Agree","Neutral","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Neutral","Strongly Disagree","Neutral","Somewhat Disagree","Neutral"
5,1,4,7,5,1,1,2,94,94,7,"various Amazon echo products (echo, echo dot, echo plus)","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Neutral","Neutral"
10,1,5,7,7,1,1,1,185,185,8,"samsung","Somewhat Disagree","Neutral","Strongly Agree","Somewhat Disagree","Neutral","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Neutral","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree"
6,1,4,7,3,1,1,2,84,84,7,"Google home","Somewhat Agree","Neutral","Neutral","Neutral","Somewhat Disagree","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Neutral","Neutral","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Neutral"
9,1,5,7,7,1,1,1,122,122,1,NA,"Somewhat Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Disagree","Neutral","Neutral","Strongly Agree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neutral","Somewhat Disagree","Neutral"
10,1,4,7,7,3,1,2,187,187,1,"Fitbit","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Neutral","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Neutral","Somewhat Disagree"
9,1,5,8,7,1,1,2,187,187,1,"apple","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Neutral","Neutral","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree"
2,2,3,7,9,4,2,2,122,183,8,"Samsung smart tv","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Neutral","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Neutral","Strongly Disagree","Strongly Agree","Strongly Agree"
4,2,7,7,2,1,1,2,187,187,1,"Fitbit","Strongly Agree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neutral","Somewhat Disagree","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Neutral","Neutral","Neutral","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Neutral","Neutral"
4,1,7,7,2,1,1,1,168,87,7,NA,"Somewhat Agree","Neutral","Somewhat Disagree","Strongly Agree","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Neutral","Strongly Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree"
5,1,5,7,3,1,1,1,111,111,1,"iWatch from Apple or Android Watch from Samsung","Strongly Agree","Strongly Disagree","Neutral","Neutral","Strongly Agree","Strongly Disagree","Neutral","Neutral","Strongly Agree","Strongly Disagree","Strongly Agree","Neutral","Strongly Agree","Neutral","Somewhat Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral"
8,1,5,8,7,1,1,1,187,78,1,"Fitbit","Neutral","Neutral","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Neutral","Strongly Agree","Neutral","Neutral","Neutral","Neutral","Neutral","Strongly Disagree","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Strongly Agree"
7,1,5,7,4,1,1,1,151,31,3,NA,"Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree",NA,"Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Somewhat Agree"
9,2,5,11,7,1,1,2,187,187,7,"Google Home Mini","Somewhat Agree","Strongly Disagree","Somewhat Disagree","Neutral","Somewhat Disagree","Somewhat Disagree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Strongly Agree"
7,2,7,1,5,1,2,2,3,3,8,"TV","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Strongly Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Strongly Agree","Neutral"
10,1,5,7,7,1,1,1,83,83,1,"I do not have anything specific in mind my research is on making objects smart...","Strongly Agree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Neutral","Somewhat Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Disagree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree"
